text,label,source_dataset,source_label
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,spam,SMS Spam Collection,spam
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,spam,SMS Spam Collection,spam
walk me through making changes to my insurance policy,lead,DeepPavlov/clinc_oos,64
can you schedule a meeting with steve at the office,lead,DeepPavlov/clinc_oos,18
does the state department say anything about traveling to haiti,question,DeepPavlov/clinc_oos,128
i am thinking of switching to a different insurance plan,lead,DeepPavlov/clinc_oos,64
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,spam,SMS Spam Collection,spam
i want to book a flight from hawaii to new york on july 8th and returning on july 10th,lead,DeepPavlov/clinc_oos,63
can you help me with seattle car rental bookings,lead,DeepPavlov/clinc_oos,40
i really must rent a car out of sky harbor airport from the 3rd to the 5th of february,lead,DeepPavlov/clinc_oos,40
can you tell me how fast the average airplane enroute to california goes,question,DeepPavlov/clinc_oos,42
how do i find lost luggage,escalate,DeepPavlov/clinc_oos,113
what types of things can i ask you,question,DeepPavlov/clinc_oos,115
how much is my xfinity cable bill,question,DeepPavlov/clinc_oos,27
what places in chicago will allow me to rent a car from monday to friday,lead,DeepPavlov/clinc_oos,40
could i rent a car from tuesday to thursday out of lax,lead,DeepPavlov/clinc_oos,40
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,SMS Spam Collection,spam
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,spam,SMS Spam Collection,spam
how long will it take for me to get to red robin in san diego,question,DeepPavlov/clinc_oos,78
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",spam,SMS Spam Collection,spam
what is on my schedule for tomorrow,question,DeepPavlov/clinc_oos,60
there is a fraudulent charge for paypal on my bank account,escalate,DeepPavlov/clinc_oos,70
"i was trying to get food at publix, why was my card declined",escalate,DeepPavlov/clinc_oos,49
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",spam,SMS Spam Collection,spam
what thoughts do you have about making dinnner tonight,question,DeepPavlov/clinc_oos,46
what is the word on flight dl123,question,DeepPavlov/clinc_oos,80
i would like to change my insurance policy,lead,DeepPavlov/clinc_oos,64
you have to reserve a table for 4 at red robin under the name kevin at 7,lead,DeepPavlov/clinc_oos,23
Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,spam,SMS Spam Collection,spam
when was the last time i changed my oil,question,DeepPavlov/clinc_oos,37
+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,spam,SMS Spam Collection,spam
when is the next day i have off,question,DeepPavlov/clinc_oos,140
reserve a table for 4 at red lobster under the name dave at 7:30pm,lead,DeepPavlov/clinc_oos,23
this costco charge looks fraudulent,escalate,DeepPavlov/clinc_oos,70
put in a pto request for march 4 to march 6,lead,DeepPavlov/clinc_oos,97
how much can i use on my visa,question,DeepPavlov/clinc_oos,41
what steps can i take to improve my credit score,question,DeepPavlov/clinc_oos,28
i want help making a pto request for february 22-27,lead,DeepPavlov/clinc_oos,97
does united airlines allow more than one carry on,question,DeepPavlov/clinc_oos,62
locate lost luggage from flight america airlines in o'hare,escalate,DeepPavlov/clinc_oos,113
You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,spam,SMS Spam Collection,spam
what brand was the last advertisement for,question,DeepPavlov/clinc_oos,42
how is the word acquaintance spelled,question,DeepPavlov/clinc_oos,73
make a reservation for tuesday at 7:00 pm at cielo for 2,lead,DeepPavlov/clinc_oos,23
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam,SMS Spam Collection,spam
what percentage of my income is taken out for taxes,question,DeepPavlov/clinc_oos,94
can you show me how to report a lost card,escalate,DeepPavlov/clinc_oos,12
what month and year will my visa card expire,question,DeepPavlov/clinc_oos,44
schedule an appointment to get my oil changed,lead,DeepPavlov/clinc_oos,131
"i would like to report a fraud on my wells fargo card, please",escalate,DeepPavlov/clinc_oos,70
how can i schedule a vacation request,lead,DeepPavlov/clinc_oos,97
could you tell me how many pto days do i have left,question,DeepPavlov/clinc_oos,126
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,spam,SMS Spam Collection,spam
i think there's a fraudulent charge from mcdonald's on my account,escalate,DeepPavlov/clinc_oos,70
are there meetings schedules today between noon and one,question,DeepPavlov/clinc_oos,19
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,spam,SMS Spam Collection,spam
how can i add my signature to the proposed bill legalizing prostitution,question,DeepPavlov/clinc_oos,42
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam,SMS Spam Collection,spam
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,spam,SMS Spam Collection,spam
i need to book a car rental in boston,lead,DeepPavlov/clinc_oos,40
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam,SMS Spam Collection,spam
how much does it cost to use the parking garage downtown,question,DeepPavlov/clinc_oos,42
what level is my gas tank at,question,DeepPavlov/clinc_oos,110
what is the date of the next holiday,question,DeepPavlov/clinc_oos,140
how long can i leave pizza in the fridge,question,DeepPavlov/clinc_oos,54
could i rent a car out of dallas from april 1-10,lead,DeepPavlov/clinc_oos,40
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,spam,SMS Spam Collection,spam
is michonne wrong for not working with the kingdom to put on the fair,escalate,DeepPavlov/clinc_oos,42
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam,SMS Spam Collection,spam
is it safe to travel to bermuda,question,DeepPavlov/clinc_oos,128
i'd like for their to be a pto request for me made for the dates june 4th to june 8th,lead,DeepPavlov/clinc_oos,97
tell me whether i can put a pto request in for may 10 to may 15,lead,DeepPavlov/clinc_oos,97
turns out i made a fraudulent transaction,escalate,DeepPavlov/clinc_oos,70
what is the result when you roll a four sided die,question,DeepPavlov/clinc_oos,92
is the sushi well-received at yakamoto,question,DeepPavlov/clinc_oos,0
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam,SMS Spam Collection,spam
how long until the credit card company replaces my lost card,escalate,DeepPavlov/clinc_oos,90
i need to report fraudulent activity on my usaa card,escalate,DeepPavlov/clinc_oos,70
"which insurance plan am i enrolled in, please",lead,DeepPavlov/clinc_oos,74
i need to know why my card was declined,escalate,DeepPavlov/clinc_oos,49
can you tell me the name of the insurance plan i'm a member of,lead,DeepPavlov/clinc_oos,74
i want to know if you are a real person or an ai,escalate,DeepPavlov/clinc_oos,117
find out who is the representative of my district,escalate,DeepPavlov/clinc_oos,42
please help me report my lost card,escalate,DeepPavlov/clinc_oos,12
how much can i buy on my discover card,question,DeepPavlov/clinc_oos,41
i believe there's fraud on my card,escalate,DeepPavlov/clinc_oos,70
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",spam,SMS Spam Collection,spam
I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,spam,SMS Spam Collection,spam
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,SMS Spam Collection,spam
what type of gas do i need to put in this car,question,DeepPavlov/clinc_oos,8
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,spam,SMS Spam Collection,spam
i need you to freeze my account,escalate,DeepPavlov/clinc_oos,20
book a flight from chicago to dc on monday and returning on wednesday,lead,DeepPavlov/clinc_oos,63
i have a fraudulent transaction from wal mart on my account,escalate,DeepPavlov/clinc_oos,70
what do i have on my shopping list,question,DeepPavlov/clinc_oos,43
who is your supervisor,question,DeepPavlov/clinc_oos,57
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",spam,SMS Spam Collection,spam
i wish to know why my card was declined yesterday,escalate,DeepPavlov/clinc_oos,49
what is the calorie count for one cookie,question,DeepPavlov/clinc_oos,135
i wanna learn a phrase in russian,question,DeepPavlov/clinc_oos,61
go ahead and book a reservation for 8 pm at red robin under the name kevin,lead,DeepPavlov/clinc_oos,23
can you schedule a meeting with matt for 3,lead,DeepPavlov/clinc_oos,18
You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,spam,SMS Spam Collection,spam
is it necessary to get a shot for travel to india,question,DeepPavlov/clinc_oos,52
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,spam,SMS Spam Collection,spam
tell me when was car in shop,question,DeepPavlov/clinc_oos,37
i have a fraudulent transaction from wal mart on my account right now,escalate,DeepPavlov/clinc_oos,70
how do i switch to a new insurance plan,lead,DeepPavlov/clinc_oos,64
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",spam,SMS Spam Collection,spam
let's do a personal pto request for the dates may 12th to may 15th,lead,DeepPavlov/clinc_oos,97
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,spam,SMS Spam Collection,spam
what is the lowest amount i can pay for my hospital bill,question,DeepPavlov/clinc_oos,143
how can i find my current location,question,DeepPavlov/clinc_oos,136
i believe that there is some fraudulent activity on my capital one account,escalate,DeepPavlov/clinc_oos,70
i need to talk to someone about a fraudulent activity on my card,escalate,DeepPavlov/clinc_oos,70
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",spam,SMS Spam Collection,spam
tell me something funny about adulthood,question,DeepPavlov/clinc_oos,36
how do i update my insurance,question,DeepPavlov/clinc_oos,64
help me make changes to my insurance policy,lead,DeepPavlov/clinc_oos,64
can you schedule a meeting with james at the office,lead,DeepPavlov/clinc_oos,18
500 free text msgs. Just text ok to 80488 and we'll credit your account,spam,SMS Spam Collection,spam
do you know which insurance plan i have,lead,DeepPavlov/clinc_oos,74
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,spam,SMS Spam Collection,spam
i have to report fraudulent activity the bank of america card,escalate,DeepPavlov/clinc_oos,70
Filthy stories and GIRLS waiting for your,spam,SMS Spam Collection,spam
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,spam,SMS Spam Collection,spam
i gotta make a reservation for 8 pm at red robin for 3,lead,DeepPavlov/clinc_oos,23
can you please help me find my lost luggage,escalate,DeepPavlov/clinc_oos,113
does my calendar show anything for thursday the 14th,question,DeepPavlov/clinc_oos,60
is it possible to reserve a table at white castle,lead,DeepPavlov/clinc_oos,9
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,spam,SMS Spam Collection,spam
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",spam,SMS Spam Collection,spam
report fraudulent activity on my debit card,escalate,DeepPavlov/clinc_oos,70
i need a pto request put in for the weekend of june 1st to june 2nd,lead,DeepPavlov/clinc_oos,97
i am in need of a switch to my insurance plan,lead,DeepPavlov/clinc_oos,64
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam,SMS Spam Collection,spam
i really would like to get a new insurance plan,lead,DeepPavlov/clinc_oos,64
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,spam,SMS Spam Collection,spam
i need to to know how to report a lost card,escalate,DeepPavlov/clinc_oos,12
so my card was declined at fry's and i wanna know why,escalate,DeepPavlov/clinc_oos,49
"yesterday, my card was declined",escalate,DeepPavlov/clinc_oos,49
what if i want to switch insurance plans,lead,DeepPavlov/clinc_oos,64
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",spam,SMS Spam Collection,spam
"what is your favorite pet, a cat or a dog",question,DeepPavlov/clinc_oos,34
"my card was declined at the store yesterday, what happened",escalate,DeepPavlov/clinc_oos,49
how many rewards points do i have on my rewards points i have on my mastercard,question,DeepPavlov/clinc_oos,50
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,spam,SMS Spam Collection,spam
can you tell me how to make a vacation request,question,DeepPavlov/clinc_oos,97
"from december 22nd to the 25th, make me a pto request",lead,DeepPavlov/clinc_oos,97
is there a tire repair place near the post office,question,DeepPavlov/clinc_oos,72
are you a real person or an ai,escalate,DeepPavlov/clinc_oos,117
i need to rent a car from traveler's rent a car downtown and make it from friday the 6th to monday the 9th cheapest available,lead,DeepPavlov/clinc_oos,40
Adult 18 Content Your video will be with you shortly,spam,SMS Spam Collection,spam
help me modify my insurance policy,lead,DeepPavlov/clinc_oos,64
does my bank of the west card have international transaction fees,question,DeepPavlov/clinc_oos,137
"""i need to report fraudulent activity to my card company",escalate,DeepPavlov/clinc_oos,70
can i expect chili's to be busy at 4:30,question,DeepPavlov/clinc_oos,102
switch my insurance plan to a new one,lead,DeepPavlov/clinc_oos,64
Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,spam,SMS Spam Collection,spam
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam,SMS Spam Collection,spam
find out why my card was declined,escalate,DeepPavlov/clinc_oos,49
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",spam,SMS Spam Collection,spam
do you know why my card was declined at target i can't figure out why,escalate,DeepPavlov/clinc_oos,49
what is on my calander for valentines day,question,DeepPavlov/clinc_oos,60
am i talking with a real person,escalate,DeepPavlov/clinc_oos,117
tell me why was my card declined at the zoo,escalate,DeepPavlov/clinc_oos,49
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",spam,SMS Spam Collection,spam
i have to report fraudulent activity on my bank of the west card,escalate,DeepPavlov/clinc_oos,70
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,spam,SMS Spam Collection,spam
"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",spam,SMS Spam Collection,spam
i need you to reserve a table for 4 at red robin under the name kevin at 7,lead,DeepPavlov/clinc_oos,23
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,spam,SMS Spam Collection,spam
how do i report a fraudulent charge on my visa,escalate,DeepPavlov/clinc_oos,70
i need you to reserve a table for 6:00 pm for three at devon's seafood,lead,DeepPavlov/clinc_oos,23
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,spam,SMS Spam Collection,spam
i want to switch to a new insurance plan,lead,DeepPavlov/clinc_oos,64
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam,SMS Spam Collection,spam
create emergency phone numbers list,escalate,DeepPavlov/clinc_oos,42
my card declined yesterday and i want to know why,escalate,DeepPavlov/clinc_oos,49
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,SMS Spam Collection,spam
how much do you make,question,DeepPavlov/clinc_oos,93
there has been fraudulent activity on my card and i need to report it,escalate,DeepPavlov/clinc_oos,70
please ask the bank to freeze my account,escalate,DeepPavlov/clinc_oos,20
"can you schedule a meeting with steve at the office, please",lead,DeepPavlov/clinc_oos,18
show me how do i schedule a meeting,lead,DeepPavlov/clinc_oos,18
please make a reservation for us at joy bar for 4 adults,lead,DeepPavlov/clinc_oos,23
i want to sign up for a new allstate insurance plan,lead,DeepPavlov/clinc_oos,64
could i rent a car in seattle from next monday to thursday please,lead,DeepPavlov/clinc_oos,40
"can i make a reservation for 2 at state bird for 6:30, please",lead,DeepPavlov/clinc_oos,23
i would like a new insurance plan,lead,DeepPavlov/clinc_oos,64
tell me what my name is,question,DeepPavlov/clinc_oos,11
how do i report a stolen card,escalate,DeepPavlov/clinc_oos,12
is there a reason my card was declined,escalate,DeepPavlov/clinc_oos,49
freeze my account at the bank immediately,escalate,DeepPavlov/clinc_oos,20
what apr do i have with my credit card,question,DeepPavlov/clinc_oos,132
who do i contact to report fraud on my visa,escalate,DeepPavlov/clinc_oos,70
please check if i can do a car rental from charlotte douglas airport from monday to wednesday,lead,DeepPavlov/clinc_oos,40
i really need to switch to a new insurance plan,lead,DeepPavlov/clinc_oos,64
reserve a table for 4 at red robin under the name kevin at 7,lead,DeepPavlov/clinc_oos,23
find out why my card declined yesterday,escalate,DeepPavlov/clinc_oos,49
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",spam,SMS Spam Collection,spam
what price is my credit card and my water bill at,question,DeepPavlov/clinc_oos,27
could you freeze my account now,escalate,DeepPavlov/clinc_oos,20
what might the meaning of altruism be,question,DeepPavlov/clinc_oos,139
i must report fraudulent activity on my debit,escalate,DeepPavlov/clinc_oos,70
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam,SMS Spam Collection,spam
"my card was declined yesterday, why",escalate,DeepPavlov/clinc_oos,49
book me a car rental in nashville,lead,DeepPavlov/clinc_oos,40
could you schedule a meeting with john smith at 1 pm tomorrow,lead,DeepPavlov/clinc_oos,18
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam,SMS Spam Collection,spam
can i use sour cream in place of creme fraiche,question,DeepPavlov/clinc_oos,134
what is 2 inches in meters,question,DeepPavlov/clinc_oos,31
are you a real person or a computer,escalate,DeepPavlov/clinc_oos,117
please put in a pto request for june 5th and 6th,lead,DeepPavlov/clinc_oos,97
i would like you put in a pto request for the dates july 4th to the 8th,lead,DeepPavlov/clinc_oos,97
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam,SMS Spam Collection,spam
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,spam,SMS Spam Collection,spam
who do i go to to find lost luggage,escalate,DeepPavlov/clinc_oos,113
how long to washington dc on a bus,question,DeepPavlov/clinc_oos,78
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,spam,SMS Spam Collection,spam
tell me nutritional info for fish,question,DeepPavlov/clinc_oos,1
am i talking to a real person,escalate,DeepPavlov/clinc_oos,117
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",spam,SMS Spam Collection,spam
what routing number do i use to send an international wire with citibank,question,DeepPavlov/clinc_oos,45
i gotta report fraudulent activity on my credit card,escalate,DeepPavlov/clinc_oos,70
i think my card was declined at wal mart and i want to know why,escalate,DeepPavlov/clinc_oos,49
can you explain why my card was declined,escalate,DeepPavlov/clinc_oos,49
create a pto request for march 21st to march 26th,lead,DeepPavlov/clinc_oos,97
how do i report fraud on my discover card,escalate,DeepPavlov/clinc_oos,70
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam,SMS Spam Collection,spam
85233 FREE>Ringtone!Reply REAL,spam,SMS Spam Collection,spam
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,spam,SMS Spam Collection,spam
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,spam,SMS Spam Collection,spam
when will my discovery card expire,question,DeepPavlov/clinc_oos,44
how to use credit card points,question,DeepPavlov/clinc_oos,6
i've got a fraudulent purchase from kayak on my account,escalate,DeepPavlov/clinc_oos,70
could you help with booking a car rental for me in seattle,lead,DeepPavlov/clinc_oos,40
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,spam,SMS Spam Collection,spam
can you report credit card fraud for me,escalate,DeepPavlov/clinc_oos,70
can you help me deal with this fraudulent transaction from verizon on my account,escalate,DeepPavlov/clinc_oos,70
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam,SMS Spam Collection,spam
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,spam,SMS Spam Collection,spam
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam,SMS Spam Collection,spam
88066 FROM 88066 LOST 3POUND HELP,spam,SMS Spam Collection,spam
is a car rental available out of lax from tuesday to thursday,lead,DeepPavlov/clinc_oos,40
my damage card is not working,escalate,DeepPavlov/clinc_oos,87
how do i request vacation time,lead,DeepPavlov/clinc_oos,97
is there enough air in my tires,question,DeepPavlov/clinc_oos,98
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,spam,SMS Spam Collection,spam
contact the bank about fraud activity on my card,escalate,DeepPavlov/clinc_oos,70
can you help me switch to a new insurance plan,lead,DeepPavlov/clinc_oos,64
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,spam,SMS Spam Collection,spam
trying to buy a mug from target but my card declined,escalate,DeepPavlov/clinc_oos,49
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,spam,SMS Spam Collection,spam
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,spam,SMS Spam Collection,spam
i have detected fraudulent activity on my account,escalate,DeepPavlov/clinc_oos,70
where do frogs come from,question,DeepPavlov/clinc_oos,42
why was my card declined just now when i tried to buy a jeep at carmax,escalate,DeepPavlov/clinc_oos,49
what is 300 divided by 42,question,DeepPavlov/clinc_oos,138
are you a real person or artificial intelligence,escalate,DeepPavlov/clinc_oos,117
would you please make a reservation for 2 at olive garden for 5 pm today,lead,DeepPavlov/clinc_oos,23
"i need to make a reservation to long horn's, can i",lead,DeepPavlov/clinc_oos,9
i have a fraudulent buy from dave's video on my account,escalate,DeepPavlov/clinc_oos,70
how do i report a lost card,escalate,DeepPavlov/clinc_oos,12
what do i do to get cach back for points on my discover card,question,DeepPavlov/clinc_oos,6
reserve a table for 3 at outback steakhouse under the name lance at 7:00pm,lead,DeepPavlov/clinc_oos,23
i got to report fraudulent activity on my credit card,escalate,DeepPavlov/clinc_oos,70
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam,SMS Spam Collection,spam
can you freeze my account,escalate,DeepPavlov/clinc_oos,20
my card was declined at the casino and i'm wondering why,escalate,DeepPavlov/clinc_oos,49
what line is the gas tank at,question,DeepPavlov/clinc_oos,110
i need to report fraudulent activity on my card,escalate,DeepPavlov/clinc_oos,70
i want to rent a car in boise from april 12-15,lead,DeepPavlov/clinc_oos,40
where exactly am i,question,DeepPavlov/clinc_oos,136
do i need a tourist visa for europe,question,DeepPavlov/clinc_oos,59
reserve a table for 2 at olive garden under the name jim at 6:00pm,lead,DeepPavlov/clinc_oos,23
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",spam,SMS Spam Collection,spam
what is the route to take to report a lost card,escalate,DeepPavlov/clinc_oos,12
can you put in a pto request for me from march 1-7,lead,DeepPavlov/clinc_oos,97
tell me everything on my calendar for may 1,question,DeepPavlov/clinc_oos,60
i want to put in a pto request for march 1-8,lead,DeepPavlov/clinc_oos,97
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam,SMS Spam Collection,spam
reserve a table for 5 at lawry's under the name steve at 8:00pm,lead,DeepPavlov/clinc_oos,23
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,spam,SMS Spam Collection,spam
i gotta switch to a new insurance plan,lead,DeepPavlov/clinc_oos,64
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,spam,SMS Spam Collection,spam
when will my visa next expire,question,DeepPavlov/clinc_oos,44
"i want to schedule a vacation, can i request that through you",lead,DeepPavlov/clinc_oos,97
what do you enjoy doing while not working,escalate,DeepPavlov/clinc_oos,15
please make a reservation for 2 at olive garden for 5 pm today,lead,DeepPavlov/clinc_oos,23
what is the best way to deal with my lost luggage,escalate,DeepPavlov/clinc_oos,113
please file a fraud report,escalate,DeepPavlov/clinc_oos,70
what timezone is chicago in,question,DeepPavlov/clinc_oos,66
are you a computer or a real person,escalate,DeepPavlov/clinc_oos,117
can you help me report my lost card please,escalate,DeepPavlov/clinc_oos,12
i need a newer insurance plan,lead,DeepPavlov/clinc_oos,64
i'm afraid this charge on my account is fraud,escalate,DeepPavlov/clinc_oos,70
i suspect fraudulent transaction,escalate,DeepPavlov/clinc_oos,70
