text,label,source_dataset,source_label
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam,SMS Spam Collection,spam
what can't i carry-on to delta,question,DeepPavlov/clinc_oos,62
what is the lowest amount i can pay for my hospital bill,question,DeepPavlov/clinc_oos,143
can you report credit card fraud for me,escalate,DeepPavlov/clinc_oos,70
how long until the credit card company replaces my lost card,escalate,DeepPavlov/clinc_oos,90
please put in a pto request for june 5th and 6th,lead,DeepPavlov/clinc_oos,97
are you a real person or a computer,escalate,DeepPavlov/clinc_oos,117
please book a meeting room for thusday at 4:00,lead,DeepPavlov/clinc_oos,18
can you tell me how to make a vacation request,question,DeepPavlov/clinc_oos,97
can you book a table at the restaurant for me and my husband,lead,DeepPavlov/clinc_oos,23
when was the last time i changed my oil,question,DeepPavlov/clinc_oos,37
how is the tire pressure,question,DeepPavlov/clinc_oos,98
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,spam,SMS Spam Collection,spam
rent a car for 3/1 through 3/3 in boston; i'd prefer an suv,lead,DeepPavlov/clinc_oos,40
please file a fraud report,escalate,DeepPavlov/clinc_oos,70
let's do a personal pto request for the dates may 12th to may 15th,lead,DeepPavlov/clinc_oos,97
i would like you put in a pto request for the dates july 4th to the 8th,lead,DeepPavlov/clinc_oos,97
how do i know if you are a real person,escalate,DeepPavlov/clinc_oos,117
i got to report fraudulent activity on my credit card,escalate,DeepPavlov/clinc_oos,70
where can i rent a car soon,lead,DeepPavlov/clinc_oos,40
how do i put in a pto request for the first to the ninth,lead,DeepPavlov/clinc_oos,97
which insurance plan do i have,lead,DeepPavlov/clinc_oos,74
what do i need to buy for spaghetti,question,DeepPavlov/clinc_oos,112
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,spam,SMS Spam Collection,spam
show me how to schedule a meeting,lead,DeepPavlov/clinc_oos,18
"i need to change my insurance policy, do you know how",lead,DeepPavlov/clinc_oos,64
how expensive is my internet,question,DeepPavlov/clinc_oos,27
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,spam,SMS Spam Collection,spam
book a reservation for 3 at xenophobe under the name zebee,lead,DeepPavlov/clinc_oos,23
could i rent a car from tuesday to thursday out of lax,lead,DeepPavlov/clinc_oos,40
You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,spam,SMS Spam Collection,spam
tell me where you're made,question,DeepPavlov/clinc_oos,77
i have a fraudulent transaction from wal mart on my account right now,escalate,DeepPavlov/clinc_oos,70
"can you schedule a meeting with jessica at the office, please",lead,DeepPavlov/clinc_oos,18
i have a fraudulent transaction from fry's on my account,escalate,DeepPavlov/clinc_oos,70
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",spam,SMS Spam Collection,spam
book a reservation for 4 at outback steakhouse under the name dave,lead,DeepPavlov/clinc_oos,23
i want help making a pto request for february 22-27,lead,DeepPavlov/clinc_oos,97
i think there's a fraudulent charge from mcdonald's on my account,escalate,DeepPavlov/clinc_oos,70
how might i go about jump starting a car,question,DeepPavlov/clinc_oos,17
my card declined yesterday and i want to know why,escalate,DeepPavlov/clinc_oos,49
how long to washington dc on a bus,question,DeepPavlov/clinc_oos,78
why was my card declined for my monthly netflix subscription payment,escalate,DeepPavlov/clinc_oos,49
"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",spam,SMS Spam Collection,spam
where do frogs come from,question,DeepPavlov/clinc_oos,42
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,spam,SMS Spam Collection,spam
i don't understand why my card was declined yesterday,escalate,DeepPavlov/clinc_oos,49
tell me the number of calories in a banana,question,DeepPavlov/clinc_oos,135
i'm reporting fraudelent activity on my card,escalate,DeepPavlov/clinc_oos,70
tell me what is on my reminder list,question,DeepPavlov/clinc_oos,76
how can i change information on my insurance policy,lead,DeepPavlov/clinc_oos,64
help me find a new insurance plan,lead,DeepPavlov/clinc_oos,64
could you be a real person,escalate,DeepPavlov/clinc_oos,117
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam,SMS Spam Collection,spam
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,SMS Spam Collection,spam
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam,SMS Spam Collection,spam
turns out i made a fraudulent transaction,escalate,DeepPavlov/clinc_oos,70
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,SMS Spam Collection,spam
"can i make a reservation for 2 at state bird for 7:30, please",lead,DeepPavlov/clinc_oos,23
does the ai have a name,question,DeepPavlov/clinc_oos,75
do i have any meetings with michael today,question,DeepPavlov/clinc_oos,19
For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam,SMS Spam Collection,spam
"if i want to schedule a meeting, how do i do it",lead,DeepPavlov/clinc_oos,18
will i be able to rent a car in boston from march 2 to march 4,lead,DeepPavlov/clinc_oos,40
i wanna know why my card was declined,escalate,DeepPavlov/clinc_oos,49
am i talking to a real person,escalate,DeepPavlov/clinc_oos,117
for march 1 to 2 make a pto request for me,lead,DeepPavlov/clinc_oos,97
how can i pay my bill,question,DeepPavlov/clinc_oos,111
"yesterday, my card was declined",escalate,DeepPavlov/clinc_oos,49
i am in need of a switch to my insurance plan,lead,DeepPavlov/clinc_oos,64
does macaroni grill have a wait how long,question,DeepPavlov/clinc_oos,102
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,spam,SMS Spam Collection,spam
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam,SMS Spam Collection,spam
can i update my insurance policy,lead,DeepPavlov/clinc_oos,64
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,SMS Spam Collection,spam
"between october 7th and october 10th, i'd like for there to be a pto request for me",lead,DeepPavlov/clinc_oos,97
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,spam,SMS Spam Collection,spam
what are you able to answer,question,DeepPavlov/clinc_oos,115
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",spam,SMS Spam Collection,spam
how do i find my w-2 form,question,DeepPavlov/clinc_oos,122
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,spam,SMS Spam Collection,spam
who do i call to report my card as lost,question,DeepPavlov/clinc_oos,12
what routing number do i use to send an international wire with citibank,question,DeepPavlov/clinc_oos,45
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,spam,SMS Spam Collection,spam
how much did i spend on bills last month,question,DeepPavlov/clinc_oos,71
i think i've been the victim of fraud,escalate,DeepPavlov/clinc_oos,70
find out why my card declined yesterday,escalate,DeepPavlov/clinc_oos,49
could you help with booking a car rental for me in seattle,lead,DeepPavlov/clinc_oos,40
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,spam,SMS Spam Collection,spam
set up a report for a lost card,escalate,DeepPavlov/clinc_oos,12
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,spam,SMS Spam Collection,spam
i think my chase account has been compromised and fraud committed,escalate,DeepPavlov/clinc_oos,70
what's the procedure to deal with lost luggage,escalate,DeepPavlov/clinc_oos,113
can you make a reservation at the restaurant for tonight,lead,DeepPavlov/clinc_oos,23
what is the name of my insurance plan,lead,DeepPavlov/clinc_oos,74
how do i find a common denominator,question,DeepPavlov/clinc_oos,42
how much longer until my credit card expires,question,DeepPavlov/clinc_oos,44
make a pto request from dates may 3 to 9,lead,DeepPavlov/clinc_oos,97
please freeze my account,escalate,DeepPavlov/clinc_oos,20
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam,SMS Spam Collection,spam
why was my card not working at target,escalate,DeepPavlov/clinc_oos,49
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,spam,SMS Spam Collection,spam
can you make a reservation at michael's,lead,DeepPavlov/clinc_oos,9
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",spam,SMS Spam Collection,spam
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam,SMS Spam Collection,spam
"book a flight from miami, fl to columbus, ga on 16 february 2019 and returning on 2 march 2019",lead,DeepPavlov/clinc_oos,63
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam,SMS Spam Collection,spam
"Latest News! Police station toilet stolen, cops have nothing to go on!",spam,SMS Spam Collection,spam
i may have a fraudulent transaction,escalate,DeepPavlov/clinc_oos,70
can you help me get on a new united healthcare insurance plan,lead,DeepPavlov/clinc_oos,64
do you have a car rental in new york from june 6th to june 9th,lead,DeepPavlov/clinc_oos,40
can i book a hotel in new york city near times square from 3/1 until 3/5,lead,DeepPavlov/clinc_oos,116
how much time do i have left on my 0% apr,question,DeepPavlov/clinc_oos,42
"what is your favorite pet, a cat or a dog",question,DeepPavlov/clinc_oos,34
i gotta switch to a new insurance plan,lead,DeepPavlov/clinc_oos,64
what is the fee for a cash advance,question,DeepPavlov/clinc_oos,42
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam,SMS Spam Collection,spam
how do i make changes to my insurance policy,lead,DeepPavlov/clinc_oos,64
i need to report a stolen card,escalate,DeepPavlov/clinc_oos,12
where do i report fraud on my credit card,escalate,DeepPavlov/clinc_oos,70
would it be possible to make a pto request for january 15th and 16th,lead,DeepPavlov/clinc_oos,97
i need to rent a car for may 11thto may 13th in chicago and i'd like a coupe,lead,DeepPavlov/clinc_oos,40
what is the credit limit on my visa,question,DeepPavlov/clinc_oos,41
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,spam,SMS Spam Collection,spam
tell me why was my card declined at the zoo,escalate,DeepPavlov/clinc_oos,49
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam,SMS Spam Collection,spam
"are you a computer, or are you a real person",escalate,DeepPavlov/clinc_oos,117
reserve a table for 4 at red lobster under the name dave at 7:30pm,lead,DeepPavlov/clinc_oos,23
i'd like for their to be a pto request for me made for the dates june 4th to june 8th,lead,DeepPavlov/clinc_oos,97
what does it take to make buttermilk pancakes,question,DeepPavlov/clinc_oos,112
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,spam,SMS Spam Collection,spam
i want to report fraudulent activity on my mastercard,escalate,DeepPavlov/clinc_oos,70
where can i rent a car in singapore,lead,DeepPavlov/clinc_oos,40
at target trying to buy a mug and my card was declined,escalate,DeepPavlov/clinc_oos,49
what car rental choices are there in calgary,lead,DeepPavlov/clinc_oos,40
i would like to change my insurance policy,lead,DeepPavlov/clinc_oos,64
what must i do if i want to adjust my insurance policy,lead,DeepPavlov/clinc_oos,64
are you a real person or software,escalate,DeepPavlov/clinc_oos,117
can i make a phone call,question,DeepPavlov/clinc_oos,25
what name do you go by,question,DeepPavlov/clinc_oos,75
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,spam,SMS Spam Collection,spam
can i replace a stolen card soon,escalate,DeepPavlov/clinc_oos,90
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam,SMS Spam Collection,spam
find out for me when my mastercard expires,question,DeepPavlov/clinc_oos,44
i would like to report a stolen card,escalate,DeepPavlov/clinc_oos,12
find out why my card was declined,escalate,DeepPavlov/clinc_oos,49
how can i create a meeting,question,DeepPavlov/clinc_oos,18
report a lost card here,escalate,DeepPavlov/clinc_oos,12
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,spam,SMS Spam Collection,spam
how many gallons do i have left,question,DeepPavlov/clinc_oos,110
make a reservation for tuesday at 7:00 pm at cielo for 2,lead,DeepPavlov/clinc_oos,23
what is the amount of rewards points on my visa card,question,DeepPavlov/clinc_oos,50
are you a real person or a robot,escalate,DeepPavlov/clinc_oos,117
when will i get my next paycheck,question,DeepPavlov/clinc_oos,79
i think i made a fraudulent transaction,escalate,DeepPavlov/clinc_oos,70
i need to report fraudulent activity on my mastercard,escalate,DeepPavlov/clinc_oos,70
i didn't make these purchases on my card; these are fraudulent charges i need to report them,escalate,DeepPavlov/clinc_oos,70
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam,SMS Spam Collection,spam
what year is it,question,DeepPavlov/clinc_oos,95
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,spam,SMS Spam Collection,spam
"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",spam,SMS Spam Collection,spam
how can i report fraudulent charges on my card,escalate,DeepPavlov/clinc_oos,70
tell me who is by the garage door,question,DeepPavlov/clinc_oos,10
how can i rent a car in las vegas,lead,DeepPavlov/clinc_oos,40
my card was declined at the casino and i'm wondering why,escalate,DeepPavlov/clinc_oos,49
i need you to freeze my account,escalate,DeepPavlov/clinc_oos,20
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,spam,SMS Spam Collection,spam
there's been some fraudulent activity on my card,escalate,DeepPavlov/clinc_oos,70
my card was declined at mcdonald's and i want to know why,escalate,DeepPavlov/clinc_oos,49
do you know why my card was declined at target i can't figure out why,escalate,DeepPavlov/clinc_oos,49
is my credit report low,question,DeepPavlov/clinc_oos,69
how do i find lost luggage,escalate,DeepPavlov/clinc_oos,113
"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",spam,SMS Spam Collection,spam
"can you schedule a meeting with steve at the office, please",lead,DeepPavlov/clinc_oos,18
i wanna know a phrase in spanish,question,DeepPavlov/clinc_oos,61
please reserve a table for 4 at red robin under the name kevin at 7,lead,DeepPavlov/clinc_oos,23
who is your manager,escalate,DeepPavlov/clinc_oos,57
why is my checking account not working,escalate,DeepPavlov/clinc_oos,2
how to use credit card points,question,DeepPavlov/clinc_oos,6
who do i go to to find lost luggage,escalate,DeepPavlov/clinc_oos,113
what timezone is chicago in,question,DeepPavlov/clinc_oos,66
i saw a fraudulent transaction,escalate,DeepPavlov/clinc_oos,70
You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,spam,SMS Spam Collection,spam
how much gas is in my car,question,DeepPavlov/clinc_oos,110
what types of things can i ask you,question,DeepPavlov/clinc_oos,115
book a flight from philadelphia to atlanta on june 5th and returning on june 8th,lead,DeepPavlov/clinc_oos,63
can i make a reservation for 2 at state bird for 8:30,lead,DeepPavlov/clinc_oos,23
U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,spam,SMS Spam Collection,spam
"hey computer, make a reservation for 2 for my parents at red lobster on wednseday next, 2:00pm if possible",lead,DeepPavlov/clinc_oos,23
let me know why my card was declined yesterday,escalate,DeepPavlov/clinc_oos,49
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,spam,SMS Spam Collection,spam
how much can i buy on my discover card,question,DeepPavlov/clinc_oos,41
is there a certain type of gas i need to use for this car,question,DeepPavlov/clinc_oos,8
where do i find my w-2 tax form,question,DeepPavlov/clinc_oos,122
what is the warranty on my microwave,question,DeepPavlov/clinc_oos,42
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam,SMS Spam Collection,spam
can i make a reservation at chevy's,lead,DeepPavlov/clinc_oos,9
in o'hare lost luggage on flight america airlines,escalate,DeepPavlov/clinc_oos,113
can i put in a pto request for may 1 to may 5,lead,DeepPavlov/clinc_oos,97
tell me how to use credit card points,question,DeepPavlov/clinc_oos,6
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam,SMS Spam Collection,spam
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam,SMS Spam Collection,spam
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,spam,SMS Spam Collection,spam
are there any places nearby i can rent a car at,lead,DeepPavlov/clinc_oos,40
is socket converter required in france,question,DeepPavlov/clinc_oos,120
what time does my ex-boss leave the office,question,DeepPavlov/clinc_oos,42
how is my vacation looking,question,DeepPavlov/clinc_oos,101
what places in chicago will allow me to rent a car from monday to friday,lead,DeepPavlov/clinc_oos,40
can i get a new pet insurance plan,lead,DeepPavlov/clinc_oos,64
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",spam,SMS Spam Collection,spam
how do i report my lost card,escalate,DeepPavlov/clinc_oos,12
there's fraudulent transaction going on,escalate,DeepPavlov/clinc_oos,70
what are some interesting things to do in dc,question,DeepPavlov/clinc_oos,149
are there meetings schedules today between noon and one,question,DeepPavlov/clinc_oos,19
freeze my account for me,escalate,DeepPavlov/clinc_oos,20
i want to switch to a new insurance plan,lead,DeepPavlov/clinc_oos,64
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,spam,SMS Spam Collection,spam
i'd like to know how to make changes for my insurance policy,lead,DeepPavlov/clinc_oos,64
my insurance plan is what,lead,DeepPavlov/clinc_oos,74
how can i find the current interest rate for my account ending in 9012,question,DeepPavlov/clinc_oos,7
do i need any specific shots if i go to the uk,question,DeepPavlov/clinc_oos,52
tell me what kind of gas this car uses,question,DeepPavlov/clinc_oos,8
what did i want to remember,question,DeepPavlov/clinc_oos,76
find the date of the last oil swap for my car,question,DeepPavlov/clinc_oos,37
can i put in a pto request for january 4th to january 9th,lead,DeepPavlov/clinc_oos,97
what is the name of the insurance plan i am enrolled in,lead,DeepPavlov/clinc_oos,74
what is 2 inches in meters,question,DeepPavlov/clinc_oos,31
what are the comments on the donuts at tgi,question,DeepPavlov/clinc_oos,0
help me switch to a new insurance plan,lead,DeepPavlov/clinc_oos,64
reserve a table at tropicana for 5 people under the name martins for 8pm,lead,DeepPavlov/clinc_oos,23
see if there are any employment agencies hiring managers right now,escalate,DeepPavlov/clinc_oos,42
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam,SMS Spam Collection,spam
remind me of which insurance plan i'm currently enrolled in,lead,DeepPavlov/clinc_oos,74
when does milk expire,question,DeepPavlov/clinc_oos,54
it seems someone conducted a fraudulent transaction on my account,escalate,DeepPavlov/clinc_oos,70
can i make a reservation at michael's,lead,DeepPavlov/clinc_oos,9
so i made a fraudulent transaction,escalate,DeepPavlov/clinc_oos,70
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,spam,SMS Spam Collection,spam
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",spam,SMS Spam Collection,spam
what timezone is the country in,question,DeepPavlov/clinc_oos,66
where do i report that my card was lost,question,DeepPavlov/clinc_oos,12
i want to report fraud on my american express,escalate,DeepPavlov/clinc_oos,70
i want to know how do i schedule a meeting,lead,DeepPavlov/clinc_oos,18
tell me when was car in shop,question,DeepPavlov/clinc_oos,37
"i think there has been a fraud on my black visa card, can i report it",escalate,DeepPavlov/clinc_oos,70
my stolen card needs to be reported,escalate,DeepPavlov/clinc_oos,12
could you please reserve a table for 6 at lucille's under the name tom at 5pm,lead,DeepPavlov/clinc_oos,23
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,spam,SMS Spam Collection,spam
i need to rent a car from traveler's rent a car downtown and make it from friday the 6th to monday the 9th cheapest available,lead,DeepPavlov/clinc_oos,40
what steps can i take to improve my credit score,question,DeepPavlov/clinc_oos,28
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,SMS Spam Collection,spam
2/2 146tf150p,spam,SMS Spam Collection,spam
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam,SMS Spam Collection,spam
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,spam,SMS Spam Collection,spam
"i need to report fraudulent activity on my visa card, please",escalate,DeepPavlov/clinc_oos,70
i really would like to get a new insurance plan,lead,DeepPavlov/clinc_oos,64
can you help me deal with this fraudulent transaction from verizon on my account,escalate,DeepPavlov/clinc_oos,70
Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,spam,SMS Spam Collection,spam
i want to find out how do i schedule a meeting,lead,DeepPavlov/clinc_oos,18
You have 1 new voicemail. Please call 08719181513.,spam,SMS Spam Collection,spam
tell me why my card was declined,escalate,DeepPavlov/clinc_oos,49
"my card was declined yesterday, why",escalate,DeepPavlov/clinc_oos,49
i think i have fraud on my account from walmart,escalate,DeepPavlov/clinc_oos,70
can i edit my insurance policy,lead,DeepPavlov/clinc_oos,64
who do i report lost luggage to,escalate,DeepPavlov/clinc_oos,113
i want help adjusting my insurance policy,lead,DeepPavlov/clinc_oos,64
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,spam,SMS Spam Collection,spam
U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam,SMS Spam Collection,spam
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,spam,SMS Spam Collection,spam
i shall switch to a new insurance plan,lead,DeepPavlov/clinc_oos,64
i need to put in a pto request from the 8th to the 17th of january,lead,DeepPavlov/clinc_oos,97
"find my reservation for steve at crucere's and confirm it, please",question,DeepPavlov/clinc_oos,85
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",spam,SMS Spam Collection,spam
there is a fraudulent charge for paypal on my bank account,escalate,DeepPavlov/clinc_oos,70
what might the meaning of altruism be,question,DeepPavlov/clinc_oos,139
how do i find lost luggage in an airport,escalate,DeepPavlov/clinc_oos,113
does the state department say anything about traveling to haiti,question,DeepPavlov/clinc_oos,128
i think my card was declined at wal mart and i want to know why,escalate,DeepPavlov/clinc_oos,49
you need to tell me how to increase credit limit for my chase card,question,DeepPavlov/clinc_oos,109
i need a pto request put in for the weekend of june 1st to june 2nd,lead,DeepPavlov/clinc_oos,97
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",spam,SMS Spam Collection,spam
is there a way to alter my insurance policy,lead,DeepPavlov/clinc_oos,64
i want to report fraudulent activity on my navy federal card,escalate,DeepPavlov/clinc_oos,70
why was my card declined yesterday,escalate,DeepPavlov/clinc_oos,49
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam,SMS Spam Collection,spam
what is on my schedule for tomorrow,question,DeepPavlov/clinc_oos,60
"please make a reservation for me: party of two, february 22nd at chili's, two in the afternoon",lead,DeepPavlov/clinc_oos,23
help! i'm a victim of credit card fraud!,escalate,DeepPavlov/clinc_oos,70
"could you submit a pto request for me from dates mar 3 to 9, please",lead,DeepPavlov/clinc_oos,97
why was my card declined,escalate,DeepPavlov/clinc_oos,49
under the name zebee book a reservation at the xenophobe for 3,lead,DeepPavlov/clinc_oos,23
who is responsible for who you are,question,DeepPavlov/clinc_oos,96
tell me if you are a real person or an ai,escalate,DeepPavlov/clinc_oos,117
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,spam,SMS Spam Collection,spam
i need you to reserve a table for 4 at red robin under the name kevin at 7,lead,DeepPavlov/clinc_oos,23
tell me a joke about elephants,question,DeepPavlov/clinc_oos,36
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,spam,SMS Spam Collection,spam
"i was trying to get food at publix, why was my card declined",escalate,DeepPavlov/clinc_oos,49
how to find lost luggage,escalate,DeepPavlov/clinc_oos,113
will maggianos in charlotte allow me to make a reservation,lead,DeepPavlov/clinc_oos,9
how can i make chicken pot pie,question,DeepPavlov/clinc_oos,104
please let me know why my card was declined yesterday,escalate,DeepPavlov/clinc_oos,49
what mexican restaurant within 5 miles has the best reviews,question,DeepPavlov/clinc_oos,145
what is the validity of my credit card,question,DeepPavlov/clinc_oos,44
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam,SMS Spam Collection,spam
can i put in a pto request for august 1st to august 10th,lead,DeepPavlov/clinc_oos,97
would you please make a reservation for 2 at olive garden for 5 pm today,lead,DeepPavlov/clinc_oos,23
are you a real person or an ai,escalate,DeepPavlov/clinc_oos,117
can you book a car rental today to new york city to philadelphia,lead,DeepPavlov/clinc_oos,40
"can you freeze my account, please",escalate,DeepPavlov/clinc_oos,20
what are the steps to take to report a lost card,escalate,DeepPavlov/clinc_oos,12
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,spam,SMS Spam Collection,spam
what steps are involved in making lasagna,question,DeepPavlov/clinc_oos,104
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,SMS Spam Collection,spam
report fraudulent activity on my credit card now,escalate,DeepPavlov/clinc_oos,70
